genome_ID,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,genome_size,proteins,completeness,contamination,nif_type,oxygen_discrete,oxygen_numeric,temperature,temp_discrete,pH,pH_discrete,habitat,habitat_richness,metabolic_richness,gene_number,gene_complexity,root_distance
G000192575,GCF_000192575.1,Novosphingobium nitrogenifigens DSM 19370,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,4.182647,3729,99.48,0,nif,aerobe,1,27.3,Mesophile,5.9,Neutrophile,Plant,0.35,0.298969072,49,0.52688172,1.05721575
G900100455,GCA_900100455.1,Roseospirillum parvum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Roseospirillum,3.49721,3075,99.5,0.5,nif,anaerobe,2,28.4,Mesophile,5.9,Neutrophile,Terrestrial,0.13,0.278350515,51,0.548387097,0.806440869
G000178815,GCF_000178815.2,Methylosinus trichosporium OB3b,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,4.962262,4482,100,0,nif,NA,NA,26.4,Mesophile,6.3,Neutrophile,Terrestrial,0.3,0.237113402,50,0.537634409,0.967202591
G000429645,GCF_000429645.1,Niveispirillum irakense DSM 11586,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Niveispirillum,5.455784,4708,100,0,nif,aerobe,1,27.2,Mesophile,6.3,Neutrophile,Plant,0.18,0.309278351,50,0.537634409,0.843753685
G000228725,GCF_000228725.2,Thiorhodovibrio sp. 970,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,5.342862,4895,99.9,0.82,nif,NA,NA,31.9,Mesophile,6.5,Neutrophile,Host-associated,0.14,0.319587629,50,0.537634409,0.769932026
G000496735,GCF_000496735.2,Methyloglobulus morosus KoM1,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,4.136943,3881,99.02,1.96,nif,aerobe,1,31.6,Mesophile,6.8,Neutrophile,Freshwater,0.07,0.309278351,50,0.537634409,0.838401792
G000272475,GCF_000272475.1,Novosphingobium sp. Rr 2-17,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,4.539029,4307,99.59,0.34,nif,aerobe,1,27.2,Mesophile,6.9,Neutrophile,Plant,0.35,0.293814433,51,0.548387097,1.054343926
G000018545,GCF_000018545.1,Sinorhizobium fredii NGR234,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,6.8919,6413,100,0,nif,aerobe,1,30.1,Mesophile,7,Neutrophile,Plant,0.37,0.319587629,49,0.52688172,1.040611372
G000427385,GCF_000427385.1,Methylocaldum szegediense O-12,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,5.022295,4660,99.05,3.55,nif,aerobe,1,39.2,Mesophile,7.1,Neutrophile,Terrestrial,0.06,0.31443299,49,0.52688172,0.774198547
G000429605,GCF_000429605.1,Azonexus hydrophilus DSM 23864,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azonexus,3.341181,3153,99.84,0,nif,facultative,3,37.5,Mesophile,7.5,Neutrophile,Freshwater,0.22,0.262886598,50,0.537634409,0.735146054
G001305575,GCF_001305575.2,Beggiatoa leptomitiformis,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,4.265296,3627,98.81,1.41,nif,microaerophile,4,28,Mesophile,7.7,Neutrophile,Freshwater,0.08,0.257731959,51,0.548387097,0.738551098
G000429485,GCF_000429485.1,Aliagarivorans marinus DSM 23064,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,4.878345,4419,100,0.22,nif,anaerobe,2,27.5,Mesophile,8,Alkaliphile,Saline,0.12,0.319587629,50,0.537634409,0.856565652
G000349945,GCF_000349945.1,Azoarcus sp. KH32C,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,5.818755,5178,99.9,1.28,nif,NA,NA,31.2,Mesophile,5.2,Acidophile,Freshwater,0.17,0.268041237,50,0.537634409,0.742137512
G000526175,GCF_000526175.1,Xanthobacter sp. 126,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,5.472264,5079,99.96,0.32,nif,aerobe,1,30.2,Mesophile,5.3,Acidophile,Host-associated,0.32,0.262886598,51,0.548387097,0.92709556
G000283235,GCF_000283235.1,Methylocystis parvus OBBP,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,4.475912,4333,99.68,0.95,vnf,NA,NA,33.2,Mesophile,5.4,Acidophile,Terrestrial,0.26,0.221649485,52,0.559139785,0.989704026
G000414175,GCF_000414175.1,Agarivorans albus MKT 106,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,4.734285,4313,100,0.27,nif,aerobe,1,37,Mesophile,6,Neutrophile,Host-associated,0.13,0.319587629,50,0.537634409,0.871613803
G000260135,GCF_000260135.1,Thiothrix nivea DSM 5205,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,4.691711,4675,99.94,1.67,nif,aerobe,1,30.8,Mesophile,6.2,Neutrophile,Freshwater,0.02,0.304123711,50,0.537634409,0.742769455
G000372885,GCF_000372885.1,Methyloversatilis thermotolerans,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,4.161309,3752,100,0,nif,aerobe,1,27.3,Mesophile,6.3,Neutrophile,Freshwater,0.3,0.288659794,50,0.537634409,0.724038656
G001548075,GCF_001548075.1,Rhodovulum sulfidophilum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,4.732772,4385,99.22,1.21,nif,anaerobe,2,24.3,Mesophile,6.5,Neutrophile,Saline,0.22,0.293814433,52,0.559139785,0.954655907
G000373965,GCF_000373965.1,Uliginosibacterium gangwonense DSM 18521,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Uliginosibacterium,5.02171,4657,99.59,0,nif,aerobe,1,27.5,Mesophile,6.5,Neutrophile,Terrestrial,0.34,0.31443299,50,0.537634409,0.761555992
G000342045,GCF_000342045.1,Magnetospirillum caucaseum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,4.870514,4642,99.5,0.5,nif,microaerophile,4,29,Mesophile,6.7,Neutrophile,Freshwater,0.25,0.268041237,50,0.537634409,0.789671584
G900119735,GCF_900119735.1,Marinospirillum alkaliphilum DSM 21637,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum,3.137549,2912,99.13,0.87,nif,aerobe,1,29.7,Mesophile,6.8,Neutrophile,Saline,0.2,0.268041237,50,0.537634409,0.842023139
G000009985,GCF_000009985.1,Magnetospirillum magneticum AMB-1,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,4.967148,4628,99,0,nif,NA,NA,27.1,Mesophile,6.9,Neutrophile,Terrestrial,0.25,0.268041237,51,0.548387097,0.788198433
G000813185,GCF_000813185.1,Novosphingobium sp. MBES04,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,5.361448,4996,98,1.39,nif,aerobe,1,27.1,Mesophile,7,Neutrophile,Terrestrial,0.32,0.31443299,51,0.548387097,1.055652348
G000008325,GCF_000008325.1,Methylococcus capsulatus str. Bath,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,3.304561,3046,99.2,0,nif,NA,NA,34.6,Mesophile,7.2,Neutrophile,Host-associated,0.16,0.298969072,50,0.537634409,0.781939292
G000372845,GCF_000372845.1,Methylocystis rosea SV97,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,3.91205,3859,100,0.63,nif,NA,NA,27,Mesophile,7.3,Neutrophile,Terrestrial,0.26,0.216494845,51,0.548387097,0.972778169
G000527135,GCF_000527135.1,Methyloversatilis discipulorum,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,4.306529,3920,99.17,0,nif,aerobe,1,27.4,Mesophile,5.4,Acidophile,Freshwater,0.31,0.304123711,51,0.548387097,0.736061799
G000430725,GCF_000430725.1,Azohydromonas australica DSM 1124,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas,8.786776,7965,99.14,1.67,nif,aerobe,1,31.7,Mesophile,5.5,Acidophile,Terrestrial,0.3,0.309278351,52,0.559139785,0.877391374
G001708955,GCF_001708955.1,Candidatus Thiodiazotropha endoloripes,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,0,Candidatus Thiodiazotropha,4.466495,4020,99.59,1.74,nif,NA,NA,28.3,Mesophile,6,Neutrophile,Freshwater,0.27,0.273195876,51,0.548387097,0.752215385
G001708965,GCF_001708965.1,Candidatus Thiodiazotropha endoloripes,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,0,Candidatus Thiodiazotropha,4.462668,4016,99.59,1.74,nif,NA,NA,28.2,Mesophile,6,Neutrophile,Freshwater,0.27,0.278350515,51,0.548387097,0.748996369
G001708985,GCF_001708985.1,Candidatus Thiodiazotropha endoloripes,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,0,Candidatus Thiodiazotropha,4.610748,4173,99.59,1.97,nif,NA,NA,28.1,Mesophile,6,Neutrophile,Freshwater,0.27,0.273195876,51,0.548387097,0.748279301
G001708975,GCF_001708975.1,Candidatus Thiodiazotropha endoloripes,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,0,Candidatus Thiodiazotropha,4.503078,4060,99.59,1.74,nif,NA,NA,28.2,Mesophile,6.1,Neutrophile,Freshwater,0.27,0.278350515,51,0.548387097,0.748995222
G000475255,GCF_000475255.1,Marinobacter sp. ES-1,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,3.559739,3329,100,0.09,nif,aerobe,1,32.6,Mesophile,6.3,Neutrophile,Saline,0.27,0.262886598,51,0.548387097,0.838609619
G000518785,GCF_000518785.1,Rhizobium selenitireducens ATCC BAA-1503,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,4.976687,4717,98.72,0.31,nif,NA,NA,28.1,Mesophile,6.5,Neutrophile,Terrestrial,0.29,0.304123711,52,0.559139785,1.025892426
G000753795,GCF_000753795.1,Shewanella mangrovi,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,4.215794,3737,99.46,0.54,nif,facultative,3,27.5,Mesophile,6.5,Neutrophile,Saline,0.06,0.31443299,52,0.559139785,0.880810546
G000802225,GCF_000802225.1,Novosphingobium malaysiense,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,5.027021,4738,99.88,0.77,nif,aerobe,1,29.2,Mesophile,7,Neutrophile,Plant,0.31,0.31443299,53,0.569892473,1.041078271
G000576635,GCF_000576635.1,Skermanella stibiiresistens SB22,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,7.868338,7262,100,2.27,nif,aerobe,1,28,Mesophile,7,Neutrophile,Terrestrial,0.48,0.293814433,52,0.559139785,0.784453434
G000425185,GCF_000425185.1,Pleomorphomonas koreensis DSM 23070,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,4.620652,4246,99.35,0.13,nif,aerobe,1,30,Mesophile,7,Neutrophile,Freshwater,0.13,0.31443299,52,0.559139785,0.956690221
G000960975,GCF_000960975.1,Martelella endophytica,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,4.817335,4459,99.22,0,nif,facultative,3,29,Mesophile,7.8,Neutrophile,Plant,0.24,0.31443299,52,0.559139785,1.003469402
G000245015,GCF_000245015.1,Beggiatoa alba B18LD,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,4.265146,3508,98.81,1.82,nif,aerobe,1,32.6,Mesophile,7.8,Neutrophile,Host-associated,0.05,0.268041237,51,0.548387097,0.730080125
G000017645,GCF_000017645.1,Xanthobacter autotrophicus Py2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,5.625098,5177,100,0.32,nif,aerobe,1,32.9,Mesophile,5.4,Acidophile,Terrestrial,0.33,0.257731959,53,0.569892473,0.924389545
G000472425,GCF_000472425.1,Bradyrhizobium sp. Tv2a-2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.496279,8098,99.85,1.36,nif,aerobe,1,31.3,Mesophile,5.4,Acidophile,Terrestrial,0.26,0.335051546,53,0.569892473,1.032532289
G000482785,GCF_000482785.1,Derxia gummosa DSM 723,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,5.185168,4323,98.82,0,nif,aerobe,1,23,Mesophile,5.7,Neutrophile,Terrestrial,0.29,0.304123711,52,0.559139785,0.76581162
G001709035,GCF_001709035.1,Candidatus Thiodiazotropha endoloripes,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,0,Candidatus Thiodiazotropha,4.881416,4402,99.59,1.57,nif,NA,NA,28.2,Mesophile,6,Neutrophile,Freshwater,0.29,0.273195876,52,0.559139785,0.752376906
G000705555,GCF_000705555.1,Marinobacterium sp. AK27,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,4.552885,4229,99.93,0.5,nif,aerobe,1,30.8,Mesophile,6,Neutrophile,Saline,0.13,0.304123711,53,0.569892473,0.876784203
G000022085,GCF_000022085.1,Methylobacterium nodulans ORS 2060,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,8.839022,8636,99.84,0.42,nif,aerobe,1,31.8,Mesophile,6.1,Neutrophile,Plant,0.24,0.31443299,52,0.559139785,0.980907304
G000378245,GCF_000378245.1,Azoarcus toluclasticus ATCC 700605,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,5.925983,5435,99.9,0,nif,aerobe,1,30.9,Mesophile,6.2,Neutrophile,Freshwater,0.16,0.273195876,52,0.559139785,0.724053261
G001908185,GCF_001908185.1,Bradyrhizobium sp. AS23.2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.705449,8636,99.03,1.56,nif,aerobe,1,30.1,Mesophile,6.3,Neutrophile,Host-associated,0.23,0.329896907,53,0.569892473,1.027441766
G900099695,GCA_900099695.1,Propionivibrio dicarboxylicus,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,4.534676,4095,96.37,0.92,nif,anaerobe,2,31,Mesophile,6.3,Neutrophile,Freshwater,0.22,0.355670103,52,0.559139785,0.752242869
G000936425,GCF_000936425.1,Skermanella aerolata KACC 11604,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,8.525315,8068,100,3.49,nif,aerobe,1,27.5,Mesophile,6.5,Neutrophile,Terrestrial,0.3,0.288659794,52,0.559139785,0.790112663
G001687105,GCF_001687105.1,Yangia sp. CCB-MM3,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,5.522061,5089,99.4,1.98,nif,aerobe,1,25.5,Mesophile,6.7,Neutrophile,Saline,0.29,0.386597938,53,0.569892473,1.059423926
G000092045,GCF_000092045.1,Rhizobium etli CFN 42,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,6.530228,6255,99.94,0,nif,aerobe,1,30,Mesophile,7,Neutrophile,Plant,0.29,0.319587629,52,0.559139785,1.03152368
G000940805,GCF_000940805.1,Gynuella sunshinyii YC6258,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella,6.475959,5371,97.47,2.54,nif,facultative,3,30,Mesophile,7,Neutrophile,Saline,0.14,0.293814433,53,0.569892473,0.860158304
G000012905,GCF_000012905.2,Rhodobacter sphaeroides 2.4.1,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,4.602977,4351,99.39,0,nif,NA,NA,26.2,Mesophile,7,Neutrophile,Saline,0.32,0.288659794,53,0.569892473,0.972339309
G000236665,GCF_000236665.1,Dechlorosoma suillum PS,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,3.80698,3441,100,0.12,nif,aerobe,1,34.7,Mesophile,7,Neutrophile,Freshwater,0.28,0.283505155,52,0.559139785,0.701763448
G000429625,GCF_000429625.1,Azospirillum halopraeferens DSM 3675,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,6.512377,5995,99.91,1.32,nif,aerobe,1,25.9,Mesophile,7.1,Neutrophile,Plant,0.16,0.319587629,52,0.559139785,0.774571942
G000262405,GCF_000262405.1,Microvirga lotononidis,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,7.082538,7013,99.69,0.85,nif,aerobe,1,41,Mesophile,7.8,Neutrophile,Plant,0.2,0.324742268,53,0.569892473,0.96829542
G900107695,GCA_900107695.1,Thiothrix caldifontis,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,3.936903,3801,99.94,0,nif,aerobe,1,25,Mesophile,8,Alkaliphile,Hydrothermal,0.06,0.298969072,53,0.569892473,0.750914056
G001672375,GCF_001672375.1,Mesorhizobium sp. AA22,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,8.1135,8109,99.59,3.01,nif,aerobe,1,30.3,Mesophile,5,Acidophile,Terrestrial,0.39,0.37628866,53,0.569892473,1.042704408
G000427445,GCF_000427445.1,Methylocapsa acidiphila B2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,4.103433,3677,99.58,0.31,nif,aerobe,1,22,Mesophile,5.3,Acidophile,Terrestrial,0.24,0.25257732,52,0.559139785,0.968858917
G000021745,GCF_000021745.1,Methylocella silvestris BL2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,4.30543,3914,99.37,0,nif,aerobe,1,20,Mesophile,5.5,Acidophile,Terrestrial,0.23,0.25257732,54,0.580645161,0.969211308
G000824785,GCF_000824785.1,Mesorhizobium plurifarium,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,7.140341,6788,99.51,0.75,nif,aerobe,1,29.2,Mesophile,5.8,Neutrophile,Plant,0.4,0.350515464,52,0.559139785,1.025283086
G000011365,GCF_000011365.1,Bradyrhizobium diazoefficiens USDA 110,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,9.105828,8498,99.99,0.3,nif,aerobe,1,29.4,Mesophile,6,Neutrophile,Terrestrial,0.23,0.443298969,54,0.580645161,1.048415682
G000746085,GCF_000746085.1,Methylocapsa aurea,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,3.971247,3580,99.37,0.57,nif,aerobe,1,27.5,Mesophile,6.1,Neutrophile,Freshwater,0.27,0.262886598,54,0.580645161,0.954163142
G000422965,GCF_000422965.1,Pleomorphomonas oryzae DSM 16300,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,5.230452,4851,99.68,1.4,nif,NA,NA,27.9,Mesophile,6.3,Neutrophile,Terrestrial,0.02,0.324742268,54,0.580645161,0.958045005
G000284255,GCF_000284255.1,Rubrivivax gelatinosus IL144,Bacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,0,Rubrivivax,5.043253,4587,99.84,0.47,nif,aerobe,1,33.2,Mesophile,6.3,Neutrophile,Freshwater,0.4,0.304123711,54,0.580645161,0.890073846
G000019845,GCF_000019845.1,Beijerinckia indica subsp. indica ATCC 9039,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,4.418616,4021,99.55,0.94,nif,aerobe,1,30.2,Mesophile,6.4,Neutrophile,Terrestrial,0.23,0.304123711,54,0.580645161,0.982087869
G001889105,GCF_001889105.1,Sinorhizobium americanum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,6.751508,6259,99.96,1.43,nif,aerobe,1,30,Mesophile,6.6,Neutrophile,Plant,0.37,0.335051546,53,0.569892473,1.037442822
G000255535,GCF_000255535.1,Rahnella aquatilis HX2,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,5.656799,5204,99.73,0.16,nif,aerobe,1,29.2,Mesophile,6.7,Neutrophile,Host-associated,0.39,0.422680412,51,0.548387097,0.979893069
G001440405,GCF_001440405.1,Bradyrhizobium valentinum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.845258,8740,98.05,1.74,nif,aerobe,1,31.8,Mesophile,6.7,Neutrophile,Host-associated,0.27,0.37628866,53,0.569892473,1.002704738
G000312665,GCF_000312665.1,Rhizobium mesoamericanum STM3625,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,6.461927,6349,99.94,0.52,nif,aerobe,1,30.1,Mesophile,6.9,Neutrophile,Plant,0.32,0.335051546,53,0.569892473,1.02644762
G001542405,GCF_001542405.1,Rhizobium sp. BR10423,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,8.099863,7977,99.72,2.04,nif,aerobe,1,29,Mesophile,6.9,Neutrophile,Terrestrial,0.31,0.324742268,53,0.569892473,1.026251743
G000190755,GCF_000190755.2,Methylobacter tundripaludum SV96,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,4.848329,4422,99.37,1.59,nif,aerobe,1,23,Mesophile,7,Neutrophile,Terrestrial,0.25,0.304123711,53,0.569892473,0.814041597
G001007875,GCF_001007875.1,Sedimenticola thiotaurini,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,0,Sedimenticola,3.962284,3662,99.77,0.55,nif,microaerophile,4,31.8,Mesophile,7.1,Neutrophile,Saline,0.16,0.273195876,52,0.559139785,0.743326022
G000473085,GCF_000473085.1,Azorhizobium doebereinerae UFLA1-100,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,5.817514,5341,99.68,0,nif,aerobe,1,30.6,Mesophile,5.8,Neutrophile,Plant,0.21,0.288659794,55,0.591397849,0.917266904
G000427625,GCF_000427625.1,Methylobacter luteus IMV-B-3098,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,5.029135,4575,99.61,0.63,nif,NA,NA,32.7,Mesophile,5.8,Neutrophile,Freshwater,0.22,0.309278351,54,0.580645161,0.80817096
G001693385,GCF_001693385.1,Bradyrhizobium icense,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.322773,7965,99.9,1.66,nif,aerobe,1,32.1,Mesophile,5.9,Neutrophile,Plant,0.27,0.304123711,54,0.580645161,1.016279378
G001440475,GCF_001440475.1,Bradyrhizobium lablabi,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.817291,8553,99.54,0.58,nif,aerobe,1,31.4,Mesophile,6.1,Neutrophile,Host-associated,0.26,0.324742268,54,0.580645161,1.026656604
G000330885,GCF_000330885.1,Rhizobium tropici CIAT 899,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,6.686334,6360,100,0.28,nif,aerobe,1,29.5,Mesophile,6.2,Neutrophile,Plant,0.31,0.345360825,55,0.591397849,1.026591109
G000934725,GCF_000934725.1,Methylococcaceae bacterium 73a,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,0,4.902375,4292,99.25,1.58,nif,aerobe,1,32,Mesophile,6.3,Neutrophile,Plant,0.08,0.309278351,54,0.580645161,0.779145645
G000383855,GCF_000383855.1,Methylobacter marinus A45,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,4.988792,4488,98.75,0.47,nif,NA,NA,33.6,Mesophile,6.6,Neutrophile,Freshwater,0.23,0.335051546,55,0.591397849,0.806639607
G000426285,GCF_000426285.1,Rhizobium leucaenae USDA 9039,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,6.679728,6472,99.72,0.34,nif,aerobe,1,29.1,Mesophile,6.8,Neutrophile,Plant,0.29,0.329896907,54,0.580645161,1.004428785
G000816845,GCF_000816845.1,Rhizobium gallicum bv. gallicum R602,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,7.31119,7068,99.44,0.64,nif,aerobe,1,31.4,Mesophile,6.9,Neutrophile,Terrestrial,0.29,0.350515464,54,0.580645161,1.03366902
G000025485,GCF_000025485.1,Allochromatium vinosum DSM 180,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,3.669074,3261,99.74,0.63,nif,anaerobe,2,33.3,Mesophile,6.9,Neutrophile,Freshwater,0.11,0.304123711,54,0.580645161,0.797896269
G000935205,GCF_000935205.1,Rhodopseudomonas palustris,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,6.123958,6167,98.28,2.73,nif,facultative,3,28.6,Mesophile,7,Neutrophile,Freshwater,0.07,0.355670103,55,0.591397849,1.007437941
G001682385,GCF_001682385.1,Azoarcus olearius,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,4.451751,4042,99.94,0.41,nif,aerobe,1,33,Mesophile,7.3,Neutrophile,Terrestrial,0.2,0.293814433,54,0.580645161,0.727194917
G900112335,GCA_900112335.1,Tropicimonas isoalkanivorans,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,4.976641,4818,99,2.28,nif,aerobe,1,37,Mesophile,7.6,Neutrophile,Saline,0.28,0.31443299,54,0.580645161,0.958823895
